RepRapFirmware height map file v2 generated at 2023-01-15 12:58, min error -0.076, max error 0.265, mean 0.024, deviation 0.066
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,-140.00,140.00,-90.00,90.00,-1.00,20.00,30.00,15,7
  0.058,  0.054,  0.057,  0.065,  0.074,  0.084,  0.091,  0.099,  0.113,  0.127,  0.143,  0.160,  0.185,  0.221,  0.265
  0.029,  0.029,  0.032,  0.040,  0.044,  0.053,  0.065,  0.069,  0.080,  0.082,  0.090,  0.105,  0.131,  0.156,  0.188
  0.018,  0.011,  0.017,  0.018,  0.025,  0.033,  0.036,  0.033,  0.029,  0.038,  0.044,  0.051,  0.065,  0.087,  0.112
  0.010,  0.002,  0.000,  0.000,  0.002,  0.002, -0.000,  0.000, -0.006, -0.011, -0.011,  0.002,  0.002,  0.025,  0.043
  0.018,  0.008, -0.000, -0.008, -0.012, -0.015, -0.018, -0.025, -0.036, -0.044, -0.048, -0.044, -0.040, -0.029, -0.015
  0.040,  0.021,  0.004, -0.004, -0.015, -0.021, -0.029, -0.040, -0.052, -0.063, -0.069, -0.069, -0.065, -0.055, -0.040
  0.076,  0.051,  0.029,  0.010, -0.004, -0.015, -0.026, -0.040, -0.055, -0.065, -0.074, -0.076, -0.076, -0.059, -0.040
